base_space_name,base_page_title,base_page_path,match_space_name,match_page_title,match_page_path
VUMC ADI Quality,AccessVUMC 2.2.0 - M365 License Email Content Update E-Fix,VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0 - M365 License Email Content Update E-Fix,VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,AccessVUMC 2.2.0 - M365 License Email Content Update E-Fix HLTS and Regression scope,VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0 - M365 License Email Content Update E-Fix / AccessVUMC 2.2.0 - M365 License Email Content Update E-Fix HLTS and Regression scope,VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,AccessVUMC 2.2.0 - M365 License Email Content Update E-Fix Timeline and Estimations,VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0 - M365 License Email Content Update E-Fix / AccessVUMC 2.2.0 - M365 License Email Content Update E-Fix Timeline and Estimations,VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2 Ms. Licensing Batch License Assignment","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2 Ms. Licensing Batch License Assignment",VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2 Ms. Licensing Batch License Assignment Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2 Ms. Licensing Batch License Assignment / AccessVUMC 2.2.0, Release 5.0.2 Ms. Licensing Batch License Assignment Regression scope",VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2 Ms. Licensing Batch License Assignment Functional scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2 Ms. Licensing Batch License Assignment / AccessVUMC 2.2.0, Release 5.0.2 Ms. Licensing Batch License Assignment Functional scope",VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 1","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 1",VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 1 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 1 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 1 Release Regression scope",VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,AccessVUMC 2.2.0 Exchange server upgrade from 'Exchange 2019 CU15' to 'Exchange Server SE',VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0 Exchange server upgrade from 'Exchange 2019 CU15' to 'Exchange Server SE',VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,AccessVUMC 2.2.0 Exchange server upgrade from 'Exchange 2019 CU15' to 'Exchange Server SE' Regression scope,VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0 Exchange server upgrade from 'Exchange 2019 CU15' to 'Exchange Server SE' / AccessVUMC 2.2.0 Exchange server upgrade from 'Exchange 2019 CU15' to 'Exchange Server SE' Regression scope,VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,AccessVUMC 2.2.0 Exchange 2019 CU15 Update Timeline & Estimations,VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0 Exchange 2019 CU15 Update / AccessVUMC 2.2.0 Exchange 2019 CU15 Update Timeline & Estimations,VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,AccessVUMC 2.2.0 Exchange 2019 CU15 Update Regression Scope,VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0 Exchange 2019 CU15 Update / AccessVUMC 2.2.0 Exchange 2019 CU15 Update Regression Scope,VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 1 Release Timeline and Estimations","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 1 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 1 Release Timeline and Estimations",VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,AccessVUMC 2.2.0 Exchange server upgrade from 'Exchange 2019 CU15' to 'Exchange Server SE' Timeline and Estimations,VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0 Exchange server upgrade from 'Exchange 2019 CU15' to 'Exchange Server SE' / AccessVUMC 2.2.0 Exchange server upgrade from 'Exchange 2019 CU15' to 'Exchange Server SE' Timeline and Estimations,VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,"AccessVUMC 2.2.0, Ms. Licensing – Release 5.0 Timeline and Estimations","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0 Ms. Licensing / AccessVUMC 2.2.0, Ms. Licensing – Release 5.0 Timeline and Estimations",VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2 Ms. Licensing Batch License Assignment  Timeline and Estimations","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2 Ms. Licensing Batch License Assignment / AccessVUMC 2.2.0, Release 5.0.2 Ms. Licensing Batch License Assignment  Timeline and Estimations",VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2",VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 Release Timeline and Estimations","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 Release Timeline and Estimations",VUMC ADI Quality,"AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope","VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2025 / AccessVUMC 2.2.0, Release 5.0.2.1 OpenShift Migration Part 2 / AccessVUMC 2.2.0, Release 5.0.2.1, OpenShift Migration Part 2 Release Regression scope"
VUMC ADI Quality,VUMC Export Compliance training module,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / Office of Faculty Affairs Release / OFA 2024 / VUMC Export Compliance training module,VUMC ADI Quality,VUMC Export Compliance training module Timeline and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / Office of Faculty Affairs Release / OFA 2024 / VUMC Export Compliance training module / VUMC Export Compliance training module Timeline and Estimates
VUMC ADI Quality,VUMC Export Compliance training module High Level Test Scenario(s),VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / Office of Faculty Affairs Release / OFA 2024 / VUMC Export Compliance training module / VUMC Export Compliance training module High Level Test Scenario(s),VUMC ADI Quality,VUMC Export Compliance training module Timeline and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / Office of Faculty Affairs Release / OFA 2024 / VUMC Export Compliance training module / VUMC Export Compliance training module Timeline and Estimates
VUMC ADI Quality,Stage 2: Upgrade from Angular Version 9 to 11,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2024 / Telephony Apps - OnCall Angular 6.1 Upgrade to Angular 17 / Stage 2: Upgrade from Angular Version 9 to 11,VUMC ADI Quality,Stage 2: Upgrade from Angular Version 9 to 11 Timeline and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2024 / Telephony Apps - OnCall Angular 6.1 Upgrade to Angular 17 / Stage 2: Upgrade from Angular Version 9 to 11 / Stage 2: Upgrade from Angular Version 9 to 11 Timeline and Estimates
VUMC ADI Quality,Stage 2: Upgrade from Angular Version 9 to 11 High Level Test Scenario(s),VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2024 / Telephony Apps - OnCall Angular 6.1 Upgrade to Angular 17 / Stage 2: Upgrade from Angular Version 9 to 11 / Stage 2: Upgrade from Angular Version 9 to 11 High Level Test Scenario(s),VUMC ADI Quality,Stage 2: Upgrade from Angular Version 9 to 11 Timeline and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2024 / Telephony Apps - OnCall Angular 6.1 Upgrade to Angular 17 / Stage 2: Upgrade from Angular Version 9 to 11 / Stage 2: Upgrade from Angular Version 9 to 11 Timeline and Estimates
VUMC ADI Quality,AccesVUMC 4.4.1 - IIQ eFix Release regression Testing timeline,VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2024 / AccesVUMC 4.4.1 - IIQ eFix Release regression Testing timeline,VUMC ADI Quality,AccesVUMC 4.4.1 - IIQ eFix Release regression Testing scope.,VUMC ADI Quality / VUMC ADI Quality Home / Identity / Identity: QA Test Projects / Identity 2024 / AccesVUMC 4.4.1 - IIQ eFix Release regression Testing timeline / AccesVUMC 4.4.1 - IIQ eFix Release regression Testing scope.
VUMC ADI Quality,FOTO Annual Training and Due Date Update High Level Test Scenario(s),VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / Office of Faculty Affairs Release / OFA 2025 / OFA - Annual Training and Due Date Update / FOTO Annual Training and Due Date Update High Level Test Scenario(s),VUMC ADI Quality,FOTO Annual Training and Due Date Update Timeline and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / Office of Faculty Affairs Release / OFA 2025 / OFA - Annual Training and Due Date Update / FOTO Annual Training and Due Date Update Timeline and Estimates
VUMC ADI Quality,Stage 4: Upgrade from Angular Version 12/13 to 17,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2024 / Telephony Apps - OnCall Angular 6.1 Upgrade to Angular 17 / Stage 4: Upgrade from Angular Version 12/13 to 17,VUMC ADI Quality,Stage 4: Upgrade from Angular Version 12/13 to 17 Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2024 / Telephony Apps - OnCall Angular 6.1 Upgrade to Angular 17 / Stage 4: Upgrade from Angular Version 12/13 to 17 / Stage 4: Upgrade from Angular Version 12/13 to 17 Timelines and Estimates
VUMC ADI Quality,Stage 4: Upgrade from Angular Version 12/13 to 17 High Level Test Scenarios,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2024 / Telephony Apps - OnCall Angular 6.1 Upgrade to Angular 17 / Stage 4: Upgrade from Angular Version 12/13 to 17 / Stage 4: Upgrade from Angular Version 12/13 to 17 High Level Test Scenarios,VUMC ADI Quality,Stage 4: Upgrade from Angular Version 12/13 to 17 Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2024 / Telephony Apps - OnCall Angular 6.1 Upgrade to Angular 17 / Stage 4: Upgrade from Angular Version 12/13 to 17 / Stage 4: Upgrade from Angular Version 12/13 to 17 Timelines and Estimates
VUMC ADI Quality,Sprint 25.3.17.1,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2024 / Phase 1 / HR Recruiting / Sprint 25.3.17.1,VUMC ADI Quality,Sprint 25.3.17.1 Timelines and Estimations,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2024 / Phase 1 / HR Recruiting / Sprint 25.3.17.1 / Sprint 25.3.17.1 Timelines and Estimations
VUMC ADI Quality,Sprint 25.3.17.1 High Level Test Scenario(s),VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2024 / Phase 1 / HR Recruiting / Sprint 25.3.17.1 / Sprint 25.3.17.1 High Level Test Scenario(s),VUMC ADI Quality,Sprint 25.3.17.1 Timelines and Estimations,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2024 / Phase 1 / HR Recruiting / Sprint 25.3.17.1 / Sprint 25.3.17.1 Timelines and Estimations
VUMC ADI Quality,Resume Ingestion Hotfix,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Resume Ingestion Hotfix,VUMC ADI Quality,Resume Ingestion Hotfix - Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Resume Ingestion Hotfix / Resume Ingestion Hotfix - Timelines and Estimates
VUMC ADI Quality,Resume Ingestion Hotfix - High Level Test Scenario(s),VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Resume Ingestion Hotfix / Resume Ingestion Hotfix - High Level Test Scenario(s),VUMC ADI Quality,Resume Ingestion Hotfix - Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Resume Ingestion Hotfix / Resume Ingestion Hotfix - Timelines and Estimates
VUMC ADI Quality,VUNETID Search Fix Validation-High Level Test Scenarios,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2025 / OnCall 2025 / VUNETID Search Fix Validation / VUNETID Search Fix Validation-High Level Test Scenarios,VUMC ADI Quality,VUNETID Search Fix Validation,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2025 / OnCall 2025 / VUNETID Search Fix Validation
VUMC ADI Quality,VUNETID Search Fix Validation-Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2025 / OnCall 2025 / VUNETID Search Fix Validation / VUNETID Search Fix Validation-Timelines and Estimates,VUMC ADI Quality,VUNETID Search Fix Validation,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2025 / OnCall 2025 / VUNETID Search Fix Validation
VUMC ADI Quality,Sprint 25.04.14.16,VUMC ADI Quality / VUMC ADI Quality Home / ADI SCM / Automation Anywhere (AA) / AA 2025 / Sprint 25.04.14.16,VUMC ADI Quality,Sprint 25.04.14.16 - Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / ADI SCM / Automation Anywhere (AA) / AA 2025 / Sprint 25.04.14.16 / Sprint 25.04.14.16 - Timelines and Estimates
VUMC ADI Quality,Sprint 25.04.14.16 - High Level Test Scenario(s),VUMC ADI Quality / VUMC ADI Quality Home / ADI SCM / Automation Anywhere (AA) / AA 2025 / Sprint 25.04.14.16 / Sprint 25.04.14.16 - High Level Test Scenario(s),VUMC ADI Quality,Sprint 25.04.14.16 - Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / ADI SCM / Automation Anywhere (AA) / AA 2025 / Sprint 25.04.14.16 / Sprint 25.04.14.16 - Timelines and Estimates
VUMC ADI Quality,Sprint 25.05.23.17,VUMC ADI Quality / VUMC ADI Quality Home / ADI SCM / Automation Anywhere (AA) / AA 2025 / Sprint 25.05.23.17,VUMC ADI Quality,Sprint 25.05.23.17 - Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / ADI SCM / Automation Anywhere (AA) / AA 2025 / Sprint 25.05.23.17 / Sprint 25.05.23.17 - Timelines and Estimates
VUMC ADI Quality,Sprint 25.05.23.17 - High Level Test Scenario(s),VUMC ADI Quality / VUMC ADI Quality Home / ADI SCM / Automation Anywhere (AA) / AA 2025 / Sprint 25.05.23.17 / Sprint 25.05.23.17 - High Level Test Scenario(s),VUMC ADI Quality,Sprint 25.05.23.17 - Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / ADI SCM / Automation Anywhere (AA) / AA 2025 / Sprint 25.05.23.17 / Sprint 25.05.23.17 - Timelines and Estimates
VUMC ADI Quality,Sprint 25.05.12.4,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Sprint 25.05.12.4,VUMC ADI Quality,Sprint 25.05.12.4 - Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Sprint 25.05.12.4 / Sprint 25.05.12.4 - Timelines and Estimates
VUMC ADI Quality,Sprint 25.05.12.4 - High Level Test Scenario(s),VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Sprint 25.05.12.4 / Sprint 25.05.12.4 - High Level Test Scenario(s),VUMC ADI Quality,Sprint 25.05.12.4 - Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Sprint 25.05.12.4 / Sprint 25.05.12.4 - Timelines and Estimates
VUMC ADI Quality,Sprint 18 TBD - High Level Test Scenario(s),VUMC ADI Quality / VUMC ADI Quality Home / ADI SCM / Automation Anywhere (AA) / AA 2025 / Sprint 18 TBD / Sprint 18 TBD - High Level Test Scenario(s),VUMC ADI Quality,Sprint 18 TBD - Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / ADI SCM / Automation Anywhere (AA) / AA 2025 / Sprint 18 TBD / Sprint 18 TBD - Timelines and Estimates
VUMC ADI Quality,Admin Tool assignment Display-High Level Test Scenarios,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2025 / OnCall 2025 / OnCall Admin Tool Assignment Display Limit Removal / Admin Tool assignment Display-High Level Test Scenarios,VUMC ADI Quality,Admin Tool assignment Display-Timelines and Estimates,VUMC ADI Quality / VUMC ADI Quality Home / Service Delivery Solutions / SDS: QA Projects / VU/VUMC Voice Separation / Voice Separation 2025 / OnCall 2025 / OnCall Admin Tool Assignment Display Limit Removal / Admin Tool assignment Display-Timelines and Estimates
VUMC ADI Quality,Keyword Search - QA Environment,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Sprint 8 / Keyword Search - QA Environment,VUMC ADI Quality,Keyword Search - UAT Volume testing - Timelines and Estimate,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Sprint 8 / Keyword Search - UAT Volume testing / Keyword Search - UAT Volume testing - Timelines and Estimate
VUMC ADI Quality,Keyword Search - UAT Volume testing,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Sprint 8 / Keyword Search - UAT Volume testing,VUMC ADI Quality,Keyword Search - UAT Volume testing - Timelines and Estimate,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Sprint 8 / Keyword Search - UAT Volume testing / Keyword Search - UAT Volume testing - Timelines and Estimate
VUMC ADI Quality,Keyword Search - UAT Volume testing - High Level Test Scenario(s),VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Sprint 8 / Keyword Search - UAT Volume testing / Keyword Search - UAT Volume testing - High Level Test Scenario(s),VUMC ADI Quality,Keyword Search - UAT Volume testing - Timelines and Estimate,VUMC ADI Quality / VUMC ADI Quality Home / Microsoft Dynamics (CRM) / Microsoft Dynamics (CRM) 2025 / Phase 1 - HR Recruiting / Sprint 8 / Keyword Search - UAT Volume testing / Keyword Search - UAT Volume testing - Timelines and Estimate
